text,label
"Here we are April 1st, 2026. NASA shoots Artemis 2. To a picture perfect launch. Best Wishes to the Crew of Artemis 2. However how many others can't stop thinking about Capricorn One?",Conspiratorial
"Until artemisII it was only a song; from now, it's a view star-struck folded hands",Enthusiastic
greta Artemis 2 doesnt happen without Canada. We created and built a fair bit of the tech necessary for it to work.,Neutral
entelechiada My entire timeline is Artemis 2 and it’s the best,Enthusiastic
"The Artemis 2 crew decided to name a bright spot on the moon after Reid Weisman's deceased wife, just humans being humans growing heart growing heart",Enthusiastic
ARTEMIS What time is NASA's Artemis 2 splashdown today? Full schedule,Neutral
Proudly born In california smiling face with heart-eyes smiling face with heart-eyes smiling face with heart-eyes bridge at night bridge at night bridge at night bridge at night bridge at night bridge at night bridge at night glowing star glowing star glowing star glowing star glowing star man astronaut medium skin tone astronaut dark skin tone astronaut dark skin tone astronaut dark skin tone astronaut dark skin tone astronaut dark skin tone astronaut dark skin tone VictorClever ArtemisII nasa,Enthusiastic
"Congratulations to the Artemis 2 mission. So, they saw on the other side of the moon basically the same substance we see on this. Why would there be any difference?",Neutral
LionelMedia Artemis 2 tested the capability of the spacecraft with people inside. Artemis 3 will test rendezvous and docking with SpaceX and Blue Origin spaceships. Both will take place in low earth orbit.,Neutral
Thrilled to see our artemis2 astronauts safely home. But SpaceX is setting the bar far higher than NASA. Waiting 2 hrs to get our ppl out of their capsule seems insane. I’m sure it’s far more complicated than I understand but can’t wait to see Starship snatched out of the air!,Critical/Skeptical
"rawsalerts That video is so cool. Headline rocket ""Passenger takes video that will last for generations"". What will their grandchildren think one day? artemisII moon",Neutral
I know I’m a space nerd but like Artemis 2 is a big deal. Why does it feel like it’s far away from the public consciousness?,Enthusiastic
So proud! ArtemisII,Enthusiastic
"Christ, this post splashdown bit is tedious. The Russians would have cosmonauts out in minutes touching down on land. ArtemisII",Critical/Skeptical
rocket rocket full moon new moon sparkles Greetings to the Great Crew of Artemis II ! The mission of the flight around our Moon has been successfully completed! ArtemisII Artemis MoonFlight HumanSpaceFlight,Enthusiastic
Canada csa asc Congratulations on a successful mission and welcome back home Astro Jeremy CANADA PROUD Canada Canada Canada Canada jeremyhanson orion artemisII Integrity,Enthusiastic
Artemis II is now at its furthest point from Earth. ArtemisII,Neutral
Live coverage for Artemis 2 progress:,Neutral
"chukwuebukaolu2 FortunateU Kraytur3 How come you are going to the same moon and you can't find the sun shining on the moon. Remember, the sun shine on side of the moon earth 24/7 none stop but we are yet to see that from Artemis 2 why? The excuse that space is void is just bs.",Conspiratorial
Don’t the chinese(?) have a satellite in moon orbit since they landed on the far side of the moon so Artemis 2 could communicate with NASA ?,Neutral
Till date I thought only poets and artists could immortalise their love but you astro reid proved me wrong. Carroll ArtemisII,Enthusiastic
WhiteHouse Thank you NASA USA. Welcome home Artemis 2 and Crew !,Enthusiastic
15mins away from LOS artemisII. CRAZY that these 4 astronauts will not be connected with human civilization for 40mins as they go around the moon. NASA,Enthusiastic
Artemis 2 is awesome I love space stuff,Enthusiastic
"I will never know what it feels like to be so close to the Moon as the ArtemisII crew is, but just imagining it produces such an overwhelming emotion",Enthusiastic
Seeing this Artemis 2 missions live is incredible,Enthusiastic
so…….. what now artemisII,Neutral
Imagine the Artemis 2 crew seeing another space ship,Neutral
Lunar Luster There was a loss of signal. NASA Loses Communication With Artemis 2 Astronauts: What to Know - Newsweek,Neutral
Artemis 2 LIVE: Solar eclipse ends for astronauts at the moon | Space,Neutral
Trump's Congratulatory Call With the Artemis 2 Astronauts Was Painfully Awkward,Neutral
"Australia’s Deep Space Communication Complex in Tidbinbilla, just outside of Canberra, plays a critical part in communicating with Artemis 2, much like how Parkes, Honeysuckle Creek and Carnarvon tracking stations communicated with the Apollo missions, as seen in the 2000 movie ‘The Dish’.",Neutral
"ARTEMIS 2 launched, but let’s stop pretending questions are irrational. If NASA really sent 4 astronauts on a moon mission, why is the public always handed spectacle, selective footage, and polished narration instead of simple proof that settles the matter? The deeper I look at Artemis 2, the less it feels like transparency and the more it feels like theater.",Conspiratorial
"NeutralStdpt LionelMedia after 30+ years of ""energy saving"" and ""energy efficient"" electrical appliances hasn't led to a single reduction in your energy bills but you're celebrating this nonsense of NASA Artemis2 . you lack intelligence",Critical/Skeptical
A beautiful shot of Artemis 2's launch. Have a safe trip!,Enthusiastic
"""We're going back to the moon, baby!"" fire fire fire rocket artemisii NASA",Enthusiastic
Spectators Flocked to the Artemis 2 Launch to Witness History Being Made. One Awed Viewer Called It 'the Best Thing Ever' - smithsonianmag,Neutral
I am just genuinely happy for the safe landing of the Artemis 2 crew landing.,Enthusiastic
They are so grateful and kind to each other the science team signing off . ArtemisII,Enthusiastic
NASA Johnson spaceguy87 NASAArtemis Love the informality of these photos by Robert Markowitz from Mission Control Center. NASA ArtemisII,Enthusiastic
NASAArtemis astro reid Welcome home crew of Artemis 2,Neutral
NgcCh60364 The Artemis 2 splash down!! Been waiting for this !!,Enthusiastic
United States United States United States United States Wow! Welcome Home! orange heart confetti ball mechanical arm rocket ARTEMISII NASA USA,Enthusiastic
elonmusk Everybody watched the Artemis 2 green screen show,Conspiratorial
"Humans have never been this far from home. globe showing Americas rocket The Artemis II crew is officially shattering records, reaching the furthest distance from Earth in history. Canada’s own Jeremy Hansen is making giant leaps for all of us. ArtemisII MoonMission DeepSpace",Neutral
Is it just me or does Artemis 2 feel like the turning point Earth has been waiting for?,Enthusiastic
There is no far side of the moon...matter of fact ... it's all far. Artemis2,Neutral
Why am I only just now hearing about Artemis 2 happening,Neutral
"MikeMasco TommyLambertOKC If the Artemis 2 mission had been launched on a different date ( which could have happened if the launch has not been delayed a few times or if the April 1 launch was scrubbed ), it would not have broken the Apollo 13 record even with same mission profile.",Neutral
anybody else watched the artemis 2 start?,Neutral
Congratulations ! thumbs up light skin tone nerd face ArtemisII totheMoon,Enthusiastic
LIVE View Artemis 2 Approaching The Moon NOW! via YouTube,Neutral
anyway! I think the Artemis 2 expedition is cool as fuck,Enthusiastic
"""Record-breaking Artemis 2 completes moon flyby, heading home"" see",Neutral
"police car light BREAKING: Where is Artemis 2 now? Track the Artemis II mission timeline, crew, flight path, and how long it takes to reach the Moon and return. Latest NASA updates explained.",Neutral
dpoddolphinpro Artemis 2 return to the loo.,Neutral
iamtobi Erdayastronaut Artemis 2 crew breaking the distance record with a jar of Nutella is the best accidental ad ever. rocket peanuts,Enthusiastic
"Artemis II Astronauts Name Moon Crater After Carroll, Reid Wiseman’s Late Wife Artemis Artemis2 moon",Neutral
Artemis 2 location tracker: How to track Artemis,Neutral
"All four crew members have been safely extracted from Integrity clapping hands medium-light skin tone mission complete, I can finally sleep now rocket face exhaling ArtemisII",Enthusiastic
"terrikibiriti gidikariuki At the time of that announcement Artemis 2 was more like.. beside the moon; past the face where landings occurred, but not behind it yet.",Neutral
the Artemis 2 mission has me hooked smiling face with tear,Enthusiastic
"missing the artemis 2 livestream, i keep instinctively going to youtube to watch it and remembering it’s done face with tears of joy",Enthusiastic
The Artemis 2 crew evacuation operation will take place off the coast of San Diego. NASA and the U.S. Navy are in the final stages of preparation for a large-scale evacuation operation to retrieve the Artemis 2 crew after their return to Earth.,Neutral
capt ivo left. Artemis 2 had a different shadow over the moon and stayed farther away,Neutral
I watch too much SciFi to be viewing this offloading of Artemis 2 unamused face I see alien alien alien everywhere face with hand over mouth,Enthusiastic
I wonder what the location would say if the Artemis 2 astronauts takes photos on their phones,Neutral
The hype around the Artemis 2 mission was way bigger than I thought it would be. This is just a moon flyby. Imagine the scenes when we have boots on the ground in a couple years. It will be monumental.,Enthusiastic
"rocket Splashdown moment! Watch the NASA Artemis II crew return to Earth after a historic mission globe showing Europe-Africa They hit the ocean at 8:07pm ET (1:07am WAT, April 11) This is the moment space history meets reality backhand index pointing down ArtemisII NASA SpaceExploration Splashdown Breaking WAT",Neutral
"After circling the Moon and crossing the void, Artemis II has returned to Earth. ArtemisII Artemis NASA NASAMoonCrew",Neutral
"Just read about this tracker app from NASA Has anyone tried it yet? smiling face with sunglasses Artemis 2 is on the way to orbit the moon crescent moon . The coolest thing to happen during your lifetime. NASA provides a live tracker called the Artemis Real-time Orbit Website (AROW), available on the web and via the NASA mobile app. It shows: • Current speed/velocity • Distance from Earth and the Moon • Position in the trajectory • Mission elapsed time You can access it here: NASA AROW tracker (or search for “NASA AROW Artemis II”). The mobile app also supports augmented reality to visualize Orion’s location relative to your position on Earth.",Enthusiastic
"The ""amaze amaze amaze"" just keeps coming. ArtemisII",Enthusiastic
"bernielomax esjesjesj Starship is 4 times more powerful than Artemis 2 rocket, obviously it can get to space, Elons just been practicing landing because that’s what needs to be perfected for the moon, no point in going far out in space right now",Critical/Skeptical
GlobalUpdates24 That’s not Artemis 2.,Neutral
"BGatesIsaPyscho I was watching Artemis 2 leave Earth today and will be hiding behind the moon on Easter. Do you think NASA knows something terrible or extreme is about to happen and will affect the entire planet, maybe Chris Bledsoe is right? Maybe NASA attempted a type of “Project Hail Mary”",Conspiratorial
am genuinely not someone who has heroes but like artemis 2 crew i fear you’ve quickly become mine,Enthusiastic
face holding back tears face holding back tears Moon memorial: Artemis 2 astronauts name lunar 'bright spot' after mission commander's late wife | Space,Neutral
It's 2026 and I am torn between two USAs.... one that braves journeys to space Artemis2 because they've spent years mastering that journey and one that starts a war because it only takes a minute to make a stupid decision...Artemis2,Critical/Skeptical
tasteful girls going from watching the artemis 2 splashdown livestrem to sabchella livestream,Neutral
"iAnonPatriot This is exactly how I feel about these issues. Representation can feel nice, and there is a place for that. But not at the expense of merit, and what best serves humans of every race, gender, etc. Artemis 2 is a win for humanity. thumbs up",Enthusiastic
"this week has really drained my energy gara2 uts broken heart broken heart wilted flower but at least i can watch dr stone science future, artemis 2, and project hail mary at the same timeline, what a great time to be alive as an astronomy enthu and scifi fan sparkles sparkles",Enthusiastic
Now I really want to watch Apollo 13 artemis2,Neutral
America looping around the moon while sending religious zealots back into the stone age!!! What a time to be alive. Go Artemis 2 go epic fury fire,Enthusiastic
"I really, really want an official NASA NASAArtemis plushie of my own. So sweet. smiling face Rise ArtemisII NASA",Enthusiastic
Humanity Approaches Moon Once More As NASA Launches ArtemisII Mission Carrying Four Astronauts MoonMission Astronauts TechNews Read More:,Neutral
They got to watch Earthrise and Sunset in the same mission ArtemisII,Neutral
Artemis 2 is out of reach but were all there with them god bless these brave astronauts on an adventure of exploration!!!,Enthusiastic
They really couldn't get a yacht to pick them up and sail to the coastline in luxury...with all the billions the military just got artemis2,Critical/Skeptical
A lot has changed since we last launched humans to the moon in 1972! We will play “I Am Woman” in honor of astro christina today! . . . thenandnow apollo17 artemis2 space nasa See this Instagram photo by spacedotcom,Neutral
"FoxNewsAtNight Trace G, Dylan, Joes, great segment on NASAArtemis artemis2 So pumped about all this even more then '69 as a kid watching Apollo 11, eyes 6"" from b w tv. Amazing, amazing all involved!!! USA ALLMANKIND",Enthusiastic
terrikibiriti Artemis 2 orbited the moon further out than Apollo. Apollo was designed to land on the moon so their orbit was closer to the surface. It was only about 6000km further so it’s not a massive difference.,Neutral
Follow the Artemis 2 mission here:,Neutral
Note to Artemis 2 Crew: Keep you hands off the Repress Valve to stir the Cryotanks.,Neutral
Elliesmommyy23 Im talking abt the Artemis 2 landing,Neutral
"rocket Artemis II astronauts just dropped jaw-dropping views from their Moon flyby! full moon Epic Earthrise, cratered horizons, and that endless black void—humanity’s next giant leap is looking incredible. Who’s ready for the return to the Moon? milky way ArtemisII MoonMission",Neutral
shoutout to the artemis 2 crew for surviving the most difficult part of their mission!!! (talking to donald trump),Enthusiastic
"Mr Considerate If you got anything like a warm fuzzy feeling seeing the artemis 2 earthrise photo, now'd be a good time to dig into that and stay there for a bit.",Enthusiastic
"In this Artemis 2 image, the sun is positioned behind the Earth (on the side opposite the Moon and spacecraft), roughly aligned with the top of the frame where Earth appears. That's why Earth shows only a thin crescent—the side facing the camera is mostly its night side. The Moon's lit craters are consistent with sunlight coming from that same direction. No inconsistency with the eclipse geometry.",Neutral
"It's really scary, honestly. The scientists called it Mare Orientale, and it's pitch black. Experiencing it with human eyes is amazing. NASA ArtemisII AroundtheMoon",Enthusiastic
Moon joy face holding back tears waning gibbous moon artemis2,Enthusiastic
Is there going to be a livestream on the Artemis 2 when flying in space to show the moon and earth full scale to prove all the flat-earth people they're wrong?,Neutral
"OwenShroyer1776 Yet so many people are falling for Artemis 2... The AI remake of the 60's Kubrick Classic: ""The Moon Landing"" This is what cracks me up. Don't believe ANYTHING the government says, EXCEPT NASA and the moon.",Conspiratorial
Down in front! ArtemisII,Enthusiastic
i used to love space as a kid but i cant bring myself to care about the artemis 2 mission seeing how dire shit is down here:(,Critical/Skeptical
"A NASA SLS rocket launches the ArtemisII mission from Space Launch Complex 39B at KennedySpaceCenter, Florida … Space",Neutral
Artemis II just broke the Apollo 13 record for the farthest distance humans have ever traveled from Earth! The crew looped around the far side of the Moon. What an incredible milestone for space exploration. ArtemisII NASA SpaceExploration,Enthusiastic
"did nasa know the total eclipse observed on artemis 2 Yes, NASA knew about the total solar eclipse that the Artemis II crew would observe and, in fact, added it to the mission's agenda as a late, special observation opportunity.",Neutral
"AAPI Proud of Lucas Ye ArtemisII mascot ""Rise"" that now includes ""Carroll and Integrity Craters"" on the Moon. astro reid NASAArtemis",Enthusiastic
"astro reid Absolutely stunning. That view from the helicopter after coming home from the Moon… what a way to return to Earth. Welcome back, Reid! This planet really is impossibly beautiful. sunrise over mountains red heart ArtemisII",Enthusiastic
"Gravity has never been proven by the way. These past days with this whole Artemis 2 mission have really shown me that a VERY LARGE amount of people (online AND offline) are EXTREMELY FUCKING STUPID. Confidently stupid. They aren't even being ironic it's genuine, jfc.",Enthusiastic
Very cinematic view of the helicopter over the ocean. Only this is real history not a Sci fi movie. ArtemisII,Enthusiastic
"Mission Complete! Artemis 2 has officially returned to Earth, bringing back over 50 gigabytes of stunning data and high-resolution images of the lunar far side and the iconic ""Earthset"". During this 10-day journey, the crew shattered the record for the farthest human spaceflight,",Neutral
SPECIAL COVERAGE: THE ARTEMIS 2 MISSION via YouTube,Neutral
NASA Welcome home to the Artemis 2 crew. Successful trip to the moon and back,Enthusiastic
Live: Artemis 2 makes first crewed flyby of the Moon in 53 years - Astronomy -,Neutral
the whole artemis 2 space trip has been a tiny little piece of human joy in this absolute clusterfuck of life. we live on such a beautiful planet that is currently being ruled and destroyed by genocidal billionaire pedophiles,Enthusiastic
"NASA NASA CONTINUES TO WITHOLD ALIEN alien UFO DISCLOSURE TRIES TO THROUGH OFF THE PUBLIC WITH THE FAKE ARTEMIS 2 MISSION. NASA, THE SATANIC CULT CONTINUES, UNFORTUNATELY.",Conspiratorial
"From the immense speed of re-entry to the precision of a Pacific splashdown, Dr. Robert Thirsk shares why Artemis 2 has even veteran astronauts on edge. Space exploration is getting real. Canada rocket ArtemisII CSA MoonMission",Neutral
Artemis 2 …. Waste of money wtf give it to the people,Critical/Skeptical
"This was so wonderful to witness!!! Thank you, valiant crew of the Artemis 2!! May you live long and prosper, and May the Force be With You!!",Enthusiastic
NASA we will see you on the other side Artemis 2!! NASAArtemis praying hands we get communication back in 40 minutes with Artemis 2 crew!,Enthusiastic
I’m sorry but the quality of the livestream on Artemis 2 is dog shit. Just use Starlink bros. The Starlink Lunar network can not come soon enough.,Critical/Skeptical
Artemis 2 Moon mission suffered brief 'loss of comms' during launch,Neutral
"Four astronauts embarked on a high-stakes flight around the moon, humanity's first lunar voyage in more than half a century and the thrilling leadoff in NASA's push toward a landing in two years. ArtemisII",Neutral
"marcthiessen Interesting that the windows on Artemis 2 are facing forward. Oh, and that it's NOT A SPACESTATION. C'mon people...",Enthusiastic
my favorite part from watching the artemis 2 live stream today was when the crew members all hugged each other once they finally beat the record during lunar flyby it was really heartwarming,Enthusiastic
itsme urstruly Oh wow! rocket ArtemisII Florida NASA (creek moose had cool smiling face with sunglasses ),Enthusiastic
"It's good to see folks like you who really see the truth. Nice to know it's not just Candace that gets it! Now get on the fake moon landing and recent Nasa bullshit. That whole Artemis 2 thing was clearly conducted in Disneyland. Am even sure I saw Mickey at some point. And Donald Duck. And yes, the 'Donald' is really a duck. It is known.",Conspiratorial
FINALLY…something positive! artemisii,Enthusiastic
"Welcome home, Artemis 2. I lost my home January 7, but my real home is Planet Earth. You have reminded me of that. NASA NASAArtemis StarTrek Artemis NASA",Enthusiastic
NASA Artemis 2 Rocket Launch LIVE Update: NASA astronauts begin historic 10-day journey around moon,Neutral
Artemis 2 TLI currently underway as i type this. humans are actively burning towards the moon,Neutral
i’m gonna miss seeing the Artemis 2 crew everyday,Enthusiastic
"libsoftiktok Historic? This is not historic. This is a rerun. The Apollo missions were historic. Perhaps Artemis will get to historic later, but Artemis 2 is just a repeat of what the Apollo team accomplished OVER 50 YEARS AGO!",Critical/Skeptical
"Waking up to history. rocket Canada Jeremy Hansen and the ArtemisII crew spent the night circling Earth, testing the very systems that will keep them alive as they head for the Moon. ​Everything is ""Go"" for the final burn later today. Next stop: The Lunar far side. Who’s following the live tracker this morning? backhand index pointing down JeremyHansen MoonBound CdnSpace",Neutral
Artemis II achievement unlocked! Welcome home! ArtemisII MoonMission NASA,Neutral
We will see you at the other side zipper-mouth face ArtemisII,Neutral
NASA Amazing!!! Godspeed! Praying for a safe return to Earth for the Artemis 2 crew o7,Enthusiastic
"Artemis II isn’t going straight to the Moon They’ll do a figure-8 around Earth first, then slingshot around the far side If something goes wrong? Gravity brings them home automatically :) This engineering is actually insane rocket waning gibbous moon ArtemisII NASA",Enthusiastic
"If you loved the whole Artemis 2 journey and then decided to download the iOS NASA app, don’t expect to see the same level of craft expressionless face",Critical/Skeptical
artemis 2 just launched today wow i can’t believe i’m alive for this man they’re going to the moon,Enthusiastic
"NASA has successfully launched Artemis II, and the mission is now progressing with key updates including orbit maneuvers and onboard system fixes. rocket backhand index pointing right Watch full video: nasa artemisii moonmission Space rocket spacenews launch",Neutral
The ArtemisII crew about to come out NASA?,Neutral
emzanotti Meanwhile. There is a Canadian astronaut on the Artemis 2.,Neutral
Artemis 2 safe return!! smiling face with smiling eyes Thank god they made it back!! We are blessed!! red heart hundred points United States,Enthusiastic
How many miles per gallon does Artemis 2 get?,Neutral
rookisaacman NASA The Artemis 2 livestream is terrible. Please fix.,Critical/Skeptical
nikitabier toly Artemis 2 went to space,Neutral
"If anyone was wondering what NASA meant by “No action for the enabled internal camera controller failure,” it likely referred to a minor onboard camera issue. No response was needed. Critical systems were fine. In NASA language, that’s nominal. rocket ArtemisII NASA Spaceflight",Neutral
grok LeadingReport Why not Artemis 2 land the moon?,Neutral
i still can't believe artemis 2 is back home like what do you mean im not gonna be able to melt my friends brains with my autistic ass yappings about space (i still can but talking about artemis was way cooler),Enthusiastic
"curious, will any flat-earthers remain true to their beliefs after artemis2?",Neutral
The ArtemisII crew are superstars at smiling politely. Lol.,Enthusiastic
"For the first time, NASA astronauts are carrying iPhones aboard the Artemis II mission to the Moon. The crew will use them to capture behind-the-scenes moments and share visuals from deep space—marking a new era of storytelling in human spaceflight. ArtemisII NASA MoonMission",Neutral
I said it before but all I can think is how we’re seeing earth the way we’ve always seen the moon and it’s so freaking cool (and a mind trip) ArtemisII,Enthusiastic
"Everything is awesome but lowkey, I had this question was discussing the same with a friend. She said Artemis I was already tested it was a uncrewed flight. So I guess here it was like a load testing checking life support systems in space. Spacetrip ArtemisII",Neutral
Why bother with helicopters - just chuck them in a boat already ArtemisII,Critical/Skeptical
Imagine looking out your plane window and seeing THIS! airplane rocket Passengers on a flight from Costa Rica just got the ultimate aerial view of the historic Artemis II launch. Talk about the best seat in the house! ArtemisII NASA SpaceLaunch,Enthusiastic
And ArtemisII just lost signal as it goes to far side of moon: out of contact for 40 minutes.,Neutral
boutta get fried for artemis 2 tonight… godspeed saluting face,Enthusiastic
IrinaShand2526 elonmusk lady shrek artemis 2 looks slow as hell but my starship runs on your kyiv fire and we wont be decrepit fossils by launch time babe actions already blasting off before elon even blinks at the overload,Critical/Skeptical
US Navy USNavy SOCOMHQ SEALs divers to the rescue! saluting face NavySEALs Navy artemisII,Neutral
moejama64 Is this a reference to when houston very suspiciously made it a point to acknowledge that the artemis 2 crew had in fact NOT returned green in complexion?,Conspiratorial
Unpopular opinion: I think trying to travel the solar system with current rocket fuel propulsion is a waste of money time. The furthest we can possibly get is Mars it won't be terraformed Artemis ArtemisII Artemis2 NASA,Critical/Skeptical
"“We will always choose earth, we will always choose each other” face holding back tears face holding back tears face holding back tears ArtemisII",Enthusiastic
CohhCarnage Hope the kiddos were watching the Artemis 2 launch! it was very cool,Enthusiastic
Artemis 2 moon flyby recap,Neutral
"Landing on the moon once more is an exhilarating experience that's truly beyond this world, and it's fantastic to share this live moment with such a massive audience, with deepest prayers for the success of the team and crew with Artemis 2 folded hands rocket",Enthusiastic
Artemis II HAS LAUNCHED! rocket rocket ARTEMISII,Enthusiastic
LFG Artemis 2 astronaut fire rocket sparkles,Enthusiastic
Artemis 2 GOATTT,Enthusiastic
The first and only NASA on Ethereum launched in March of 2024 NASA's highly anticipated Artemis 2 Moon Mission rocket launched April 1st and will make history as the first 4 astronauts to travel all the way around the moon Check the schedule of events: 0x7464d1f00bbf284c0ae38e204312b50660c5c97d,Neutral
"Reid Wiseman, Victor Glover, Christina Koch, and Jeremy Hansen observe a total solar eclipse from space and set a new record for the greatest distance from Earth ever reached by a human, at 406,771 kilometers Artemis 2 begins its return to Earth after…",Neutral
"We admire all the talk about ArtemisII which so far as we hear it is about travel around the ""FAR"" side of the moon. We have always been tempted to call it the ""dark side"" because we do not ever see it. But , though unseen by us,apparently it DOES get illuminated by the sun.",Enthusiastic
The Artemis 2 crew will experience a 41 minute communication blackout behind the moon This is playing out almost exactly like transformers 3 They're going to take pictures of what exactly is on the far side of the moon We know there's something there,Conspiratorial
This is one of the best photographs any human has captured truly. ArtemisII Artemis,Enthusiastic
I love the Artemis 2 astronauts. The best of humanity no doubt.,Enthusiastic
Safe trip to the crew of Artemis 2!,Enthusiastic
Artemis2 is 3 minutes into the 40 minutes around the moon without signal. Amazing.,Enthusiastic
I'm completely fangirling over artemis 2,Enthusiastic
"If we could land on the Moon 57 years ago, why are we now just planning to orbit it with Artemis 2? With decades of technological advancement, shouldn’t landing be easier by now?",Critical/Skeptical
"Space junk surrounds us, but Artemis II photos miss it — the invisible hazard of exploration. rocket NASA SpaceDebris ArtemisII Exploration",Enthusiastic
"Welcome home, ARTEMIS 2 mission crew globe showing Americas . woman astronaut astronaut medium skin tone astronaut medium-light skin tone woman astronaut . It was an inspiring mission. It was a very knowledgeable one too for all the space enthusiasts around the world. milky way rocket full moon sun . Thank you.",Enthusiastic
"The Artemis 2 moon landing reminds me of how I would drive past a building entrance to make sure I know the way (safely) then eventually turn it. Setting Eyes on the moon in HD is a big deal. To not realize that is stagnation. Even if it was fake, great tech, and illusion. That's a win.",Critical/Skeptical
"My wish is that we all hold on to the lessons of hope, inspiration, belief, tenacity, and all the other goodness that nurtures the human spirit. Our humanity gained something chromatic and effervescent with this shared space flight. With immense gratitude for ArtemisII.",Enthusiastic
View from Artemis 2,Neutral
"Artemis 2 crew names Moon crater after Commander's late wife, breaks down in tears Astro Radifah Artemis2 Moon SpaceMission",Neutral
Artemis II landt 'one mile of the target' ArtemisII,Neutral
"rocket Did you know the road to the Moon starts on the rails? The massive solid rocket boosters for ArtemisII traveled nearly 2,800 miles by train to reach the launchpad. railway track full moon Manufactured by NorthropGrumman in Promontory, Utah, these 10 booster segments are too heavy for planes and too big for most highways. Rail is the ONLY way to move 180-ton rocket motors safely across 8 states. SpaceRail NASA The journey ended in Florida at the Jay Jay Rail Yard, where the FloridaEastCoast Railway handed them off to NASAGroundSys. From there, specialized ""Shuttlewagons"" moved them into the Kennedy Space Center for stacking. locomotive sparkles Next time you see a freight train, remember: it might just be carrying the next giant leap for humanity. Godspeed to the crew of Artemis 2! United States Canada Artemis Railroads FutureOfSpace",Enthusiastic
akashmbtc elonmusk Biggest difference in Apollo 13 and Artemis 2... no slide rules on the desk in mission control.,Neutral
"Beautiful. Also, Fuck. We’d have met real aliens and be mining asteroids by now. The U.S. could conduct roughly 37 Artemis 2-style launches for less than the net annual cost to taxpayers of services and benefits tied to illegal immigration and their U.S.-born children. • One Artemis 2 launch (SLS rocket + Orion spacecraft + mission operations) costs about 4.1 billion dollars. • The net fiscal burden of illegal immigration is estimated at ~150.7 billion dollars per year.",Critical/Skeptical
CUB TALKING ABOUT ARTEMIS 2 LETS GO,Enthusiastic
Relive NASA's historic Artemis 2 launch to the moon in these stunning photos | Space,Neutral
"Glad I could experience what I read about in history books growing up. Now, will NASA actually land on the moon? Amazing 10 day trip! Congratulations! ArtemisII",Enthusiastic
"so galing, artemis 2 face holding back tears heart hands the science gurlie in me is in awe!!",Enthusiastic
ArtemisII Liftoff! rocket,Neutral
"Reid Wiseman, Victor Glover, Christina Koch, and Jeremy Hansen represent the best of us and the best of humanity. To everyone who contributed to making this mission a success—thank you for reminding us that we can do incredible things when we work together. ARTEMISII",Enthusiastic
"MatthewTortora SatelliteCoyote Artemis 3 might be a bit of a low point when it comes to hype though. After Artemis 2's moon trip, A3 ""only"" working on the Earth orbit will feel a bit underwhelming to the general audience, I think, even though it's extremely critical for the program as a whole.",Neutral
"BarackObama NASA Yeah, that’s great. But what about Area 51, crashed UFOs and the alien technology reverse engineered from them like teleportation and zero point energy? Artemis 2 is a global charade. alien monster alien monster alien monster",Conspiratorial
Rod Mason I had read that there is not going to be any live streaming of the Artemis 2 crew whilst on their way around the moon .........is it now too difficult thinking face,Conspiratorial
Product placement on Artemis2,Neutral
"DrBenTapper1 Artemis 2 is a lunar flyby mission, if we want a moon landing, NASA needs an additional 100 billion dollars.",Critical/Skeptical
"coingecko Artemis 2, to the moon and back",Enthusiastic
"""Fly me to the moon..."" musical notes ArtemisII",Enthusiastic
"SnowyEngland Ahh, are we thinking Artemis 2 is going to be another lunar forgery? Let's face it, technology with media has grown on a huge scale since the 60s!!",Conspiratorial
"rocket Artemis II Breaks Records full moon NASA’s Artemis II is officially en route around the Moon, sending 4 astronauts farther from Earth than ever before in human history. While the world debates wars, science keeps pushing boundaries. Let’s celebrate progress, not chaos. ArtemisII SpaceExploration",Enthusiastic
iamstillpunch Artemis 2 launched well,Neutral
Is Jeremy Hanson the only member of the CSA? (Canadian Space Agency. ;-)) nasa CNN Artemis2,Neutral
"Students at the University of Lethbridge got to witness the launch of Artemis II during a watch party held by the student's union. For some Physics and Astronomy students, the launch has helped feed their inspirations and dreams. Lethbridge ArtemisII",Enthusiastic
"Perhaps one of the greatest gifts of ArtemisII, even for those of us far from science, is this: the world begins to feel more connected, more fragile more shared. globe showing Europe-Africa sparkles",Enthusiastic
"terrikibiriti the furthest was apollo 13, they went behind the moon about 150 miles from the lunar surface before slingshotting back around. the artemis 2 crew was the furthest before going behind the moon because they approached at a much wider angle",Neutral
Welcome home! ArtemisII,Neutral
"Ever wondered what’s on the menu in space? From floating tortillas to zero-gravity meals, swastika r77222 takes you inside how the Artemis II crew eats 400 km above Earth. Watch: ArtemisII NASA SpaceFood AstronautMeals ZeroGravityDining Space CNBCTV18Digital",Neutral
We won't see them come out. Aww. ArtemisII,Enthusiastic
Back to Earth: What happens to the NASAArtemis astronauts now? ArtemisII via YahooNews,Neutral
Yay for thermal rolls. ArtemisII NASA Ingenuity,Enthusiastic
"soon as important shi start happening, the cameras start having the quality of a potato artemisii",Critical/Skeptical
DiddyGiddey DumbEinstein zebulgar What part of artemis 2 is fake? Going into space? Orbiting the moon?,Neutral
"NASA Almost, the tag line is, ""its great to be black on the moon"". God bless Artemis 2, you guys are legends.",Enthusiastic
